"","tweet_id","sentiment","author","content","gemini"
"650",1961282930,"worry","simonquick","can't wait to get his hands on his new blackberry, this one is dying on me","enthusiasm"
"651",1961285420,"hate","KatieVoid","@brooketastic my keys were cracking and crap. I kind of miss my old phone already.","sadness"
"652",1961287379,"sadness","aarondcoleman","@Annie713 It's ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all","neutral"
"653",1961290071,"worry","dannyswrld","@brewstermax true but if I don't put a case on it I'll break it in a week.  don't worry ill find a way to make it work.","neutral"
"654",1961292475,"worry","SannyBanny","@_YoureMyHeroine :'( i really know how you feelin. i wish i could hug you","sadness"
"655",1961294676,"worry","alexflowers","@violetph  Gods sake it isn't even your birthday yet  i need a cool job like that.","anger"
"656",1961296117,"happiness","StephenRL","Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn't convince Diamond, nothing will.","neutral"
"657",1961298383,"relief","UncleTee","Praise the advantages of todays copy protection: can not run my fresh installed 3D app, since the licensing system donï¿½t let me.","anger"
"658",1961363292,"sadness","stevegarufi","@ShellyKramer I've had a fever for the past 48 hours. You should see me. I'm unshaven, puffy face and look pathetic!","sadness"
"659",1961366066,"worry","Jmanley209","I'm taking a twitter break. Cell is dying","neutral"
"660",1961369134,"enthusiasm","kim_webchic","@HDEnvy Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it's basically useless","neutral"
"661",1961371221,"worry","sarahbeery","@dulcedementia   poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe","fun"
"662",1961373526,"worry","maaangelaaa","I'm feeling nauseous.","sadness"
"663",1961375715,"happiness","twid","Oh great, Radio Disney doesn't crash with the latest webkit, so my kid can run it again. HEY WAIT.","anger"
"664",1961378231,"worry","IrishMel21","@stacey79 that sucks - I'm still hungry and sucked down my food.","anger"
"665",1961409415,"sadness","mike_itchue","Ben &amp; Jerry's fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  @cherrygarcia","anger"
"666",1961410551,"sadness","jogbert","@jkblacker Unfortunately I'm not @jamesog - someone's squatting on that","worry"
"667",1961412752,"sadness","elliieemaee","im well bored  had a great half term and i dont wanna go back to school on monday :'( enjoying the hot weatler lo0l ;)","boredom"
"668",1961415222,"surprise","Kloecor","@AngelIbarra @ZombieNicholas DUBLIN TOMORROW!! Cant wait.. hope ye are excited  Been over a year since last time","enthusiasm"
"669",1961416663,"neutral","Partyplanqueen","@LisaTalkingTots sorry to hear your news","sadness"
"671",1961420977,"sadness","taniacastillo79","@jmorgan0909 and I'm not getting another one ... There's only 1 alfie","sadness"
"672",1961422722,"love","ShNurAthira","goodnight loveee, i have to attend extra classes at school tmrw. urgh","sadness"
"673",1961425011,"worry","iamrichgirl","@jessnextdoor aww...  try to rest na lang muna... ^^","relief"
"674",1961427916,"hate","adindawungo","@Hatz94 me too. I hate my computer so much..","hate"
"675",1961431402,"sadness","erkagarcia","@tommcfly It's 12:30AM, @buonotomato stopped tweeting, my brain's not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!","love"
"676",1961433056,"surprise","Erika_is_crazy","sucks that i don't have a drawing tablet!","sadness"
"677",1961435029,"worry","lrv94","I hate only having 1gb ram to use as host and 1gb for Virtual Machine  Sucks so much","hate"
"678",1961438877,"sadness","celinashannon","i DID argue with byron because he said im fat","anger"
"679",1961449908,"love","derekland","@fifthroom I tried TD, but it battled with CS3 over my processor. Nambu is really good, but unintuitive","neutral"
"680",1961452740,"sadness","trueepicure","@hootsuite  Darnit.  See what happens when I avoid teh interwebs for work.","anger"
"681",1961455628,"boredom","jarelloveless","Just got home from the bank, the teller was definitely hitting on me. Not interested.","anger"
"682",1961457400,"worry","gaballison","Tum is very unhappy this morning (&amp; it's definitely not a hangover, either). I'd call in sick to work except Heidi needs a ride home.","sadness"
"683",1961459940,"worry","jbubbles410","I burnt my finger on the toaster","anger"
"684",1961463912,"worry","laniema","I did.'t Get tht.","boredom"
"685",1961466219,"neutral","rincon4rafa","My baby gets her shuts today","happiness"
"686",1961475223,"worry","erkagarcia","@tommcfly I'm starting to get really dizzy. Do a tour in the Philippines?  So we'd feel the bliss of knowing our efforts were worth it!","enthusiasm"
"687",1961477568,"worry","Ox_Smarlene_xO","omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.","enthusiasm"
"688",1961478807,"worry","megan_frazier_","it makes me sad when people phones are sick","sadness"
"689",1961480778,"love","Jamesizzle","@Mo4Sho87 im following you! im following you! im sorry!  ahhahah i missed you!","fun"
"690",1961483427,"hate","Mr_McFox","@ZomberellaMcFox if I do that, I'll have no pc","neutral"
"691",1961485460,"sadness","overdolibrarian","Oh PW, you done me wrong. The signing time in ur children's article are all wrong...and no Neil Gaiman?! You tease me.  #bea","anger"
"692",1961487601,"worry","ronni_dee","going to check and make sure no more fishies are dead. poor fishies","sadness"
"693",1961490023,"sadness","bjbrenden","Will miss my baby for 2 days","sadness"
"694",1961491821,"neutral","byronhoward","Anyone know what to do when your pc keeps restarting itself?","neutral"
"695",1961494053,"worry","vanessahen","@jamie_oliver ohhhhh i was busy and didn't see this again...","neutral"
"696",1961498197,"sadness","catfish1976","Had drums, but they where made up of other peoples sets, so, had to give them all back","neutral"
"697",1961501586,"happiness","KRISISDnB","LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx","neutral"
"698",1961503862,"worry","JKremer_Oliva","@CcoK99 I cant take any chances on them being sold out, when they were in ATX  I waited to long.","worry"
"699",1961515560,"worry","Soraal","scratchy scratchy throat. warm fluids needed","sadness"
"700",1961517826,"neutral","spproductions","@Jeanise  I was going to say let's go to lunch...","neutral"
"701",1961521423,"surprise","michaelaXD","wow we r watching the outsiders  smelly english.","fun"
"702",1961522735,"neutral","ourracingdream","@AmbroseChick yeah they got qualifyin in.  This whole race is tape delayed","neutral"
"703",1961525216,"worry","alyssatheresa","getting my hair cut todayyyy! i'm nerrrvous","surprise"
"704",1961528553,"happiness","Ashes1nTheFall","Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!","fun"
"705",1961530738,"worry","janelplaia","Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor","worry"
"706",1961533003,"sadness","jennyj5","@jessner12 you suck majorly  i'm swamped...so why am I on twitter...I don't know...but still  a golf tournament?","anger"
"707",1961534707,"sadness","colinrchorley","Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had.","sadness"
"708",1961537240,"sadness","Akakudos","Well poop, my guitar lesson was canceled today  I'm so sad. I hope his son feels better soon tho.","sadness"
"709",1961539894,"sadness","tophee","Shaw guys are over when I want to be sleeping","anger"
"710",1961542162,"sadness","jlovely","@Hi_Im_Chris and i cant get to mine  keep getting an error","worry"
"711",1961544354,"happiness","singbirdsongs","@tenuousness: aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i'd totally be there!","enthusiasm"
"712",1961545984,"sadness","ChristinaLaino","@jonkragel I have been sick for like 5 days now...","sadness"
"713",1961548488,"hate","lucky1990","why the hell is it raining!! i hate the rain.","hate"
"714",1961551645,"fun","toraks","@Bronte9 Hugs to hubby! I'll probably be in the same place come the 1st of September.","happiness"
"715",1961553250,"surprise","DissidentFury","Akh! I woke up and missed so much of Sayed Hassan's speech","sadness"
"716",1961554500,"worry","SwannSoirees","@hjn119 you can crash, you will just have to drive alone  Besides... I can't crash, I gotta work! LOL ;)","fun"
"717",1961556816,"worry","Anna_Pat","snotty nose  poorly chest! this is not good!","sadness"
"718",1961559246,"worry","caroltweets","@LisaTalkingTots Oh my goodness!  How AWFUL","anger"
"719",1961565724,"sadness","circadianwolf","bad day","sadness"
"720",1961568160,"hate","meis122","Twenty minutes on a fucking call you would think that the person would mention there is already a trouble ticket investigating the issue","anger"
"721",1961570469,"fun","erkagarcia","@tommcfly Toooooom! Do a tour in the Philippines, pleeease?  I'm risking my health to get your reply. Haha!","fun"
"722",1961571960,"worry","davidlucio","I wish I could buy blink 182 presale tickets, but I totally don't have the money right now. Guess I have to wait for general admission...","worry"
"723",1961573302,"sadness","ChazzyCat","@sarahbellafina sleep? I need to go to my mums but by the time I get there, Clara will be in bed","worry"
"724",1961574072,"neutral","Clair_C","Done With Exams...Now Focusing on Summer School...DAYUUMM Life's Hard","relief"
"725",1961577021,"worry","thamanagement","I haven't logged onto Minto.com in like 3 months and what I saw upset me  Gotta do better!","anger"
"726",1961605689,"worry","ammre","ned to go to beathroom, don't know if i can reach/find clothes. need to walk outsie to get to bathroom. ok at night, not ok in daylight.","worry"
"727",1961607707,"sadness","alexandrastorey","@sweetpea2809 Nor here... Sad times","sadness"
"728",1961610355,"sadness","dugone","@noiseporn Would defo have done that but Im already booked over t'other side of the country","neutral"
"729",1961612874,"worry","samuraikitten","@pcon34 I have a lot of Hell Yeah, and Rebel Meets Rebel (DAC + Pantera) and like 10 Pantera songs, I can't find my Cowboys From Hell cd","neutral"
"730",1961613749,"hate","Wodjah","Got the keys to my new flat - gorgeous weather for weekend - and i'm spending it &quot;PACKING&quot;","worry"
"731",1961616327,"worry","andyglanville","WORKK! yay","enthusiasm"
"732",1961618101,"neutral","_nitz","@Krystalle So you're the reason I can't get a BoC","anger"
"733",1961620013,"worry","vickivanv","Very bummed I can't go to the @shiftworkspace open house today.   DD and I woke up with a stomach bug.  Blech.  Y'all have fun!","sadness"
"734",1961643503,"fun","nethmii","@letsdrawmistle it was really good sally! you should have beeeeen there!  xxxx","happiness"
"735",1961646420,"worry","DivineUnbroken","spent the whole day editing in Pro Tools...i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.","enthusiasm"
"736",1961648495,"neutral","cosRobPerkins","@abbybradz  Not sure, I think my #revision efforts need to be S2 until Monday.","neutral"
"737",1961651729,"happiness","meggytron","@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!","enthusiasm"
"738",1961655331,"love","twinklepuff","? THANK YOU @WINKII sana matanggap ako  http://plurk.com/p/x1yts","surprise"
"739",1961657613,"surprise","seanpadilla","@fattonyrap I'm just a couple bus stops away from an LC, but I didn't realize that until about a month or so ago","neutral"
"740",1961659710,"neutral","tshields92","resorted to eating Mickey Ds ALONE.","sadness"
"741",1961687853,"neutral","Madkoda","At ihop with the besties..minus one  where's the dr.???? At work of course","fun"
"742",1961689749,"worry","erkagarcia","@tommcfly Have you guys heard about the flu that's been going around? Swine Flu? Hope you guys are safe  There've been deaths already. :-S","worry"
